DHID,FROM,TO,X,Y,Z,RASH,RFSI,ASEAM
R545,70,76.3,153.6,2453.53,2126.2,11.4,3,8R
R545,76.3,121.5,169.35,2452.18,2105.87,,,
R547,0,5.7,242.51,2568.07,2174.7,,,
R547,5.7,7.3,240.21,2568.41,2171.88,,,6L
R547,7.3,10,238.86,2568.61,2170.23,,,6L
R547,10,20,234.86,2569.21,2165.33,,,6L
R547,20,21.5,231.24,2569.76,2160.89,,,6L
R547,21.5,24.2,229.92,2569.98,2159.28,,,6L
R547,24.2,69.6,214.73,2572.52,2140.81,,,
R547,69.6,70,200.33,2575.16,2123.2,19.2,5,7R
R547,70,74.5,198.79,2575.44,2121.31,19.2,5,7R
R547,74.5,79,195.96,2575.97,2117.85,,,7R
R547,79,80,194.24,2576.29,2115.73,19.2,5,7R
R547,80,83.5,192.86,2576.56,2113.98,19.2,5,7R
R547,83.5,90,189.81,2577.18,2110.07,,,
R547,90,92.3,187.13,2577.71,2106.61,40.3,1.5,7L
R547,92.3,94.5,185.77,2577.97,2104.84,,,
R547,94.5,98.3,183.97,2578.3,2102.47,15.7,5,8M
R547,98.3,139.3,170.89,2581.01,2084.48,,,
R547,139.3,140,159.2,2583.91,2067.46,12.5,3.5,8R
R547,140,150,156.2,2584.58,2063.09,12.5,3.5,8R
R547,150,156.4,151.62,2585.66,2056.37,12.5,3.5,8R
R547,156.4,160,148.87,2586.37,2052.26,,,8R
R547,160,169.5,145.29,2587.3,2046.85,,,8R
R547,169.5,170,142.57,2588,2042.71,14.6,3,8R
R547,170,174.8,141.14,2588.39,2040.52,14.6,3,8R
R547,174.8,182,137.91,2589.29,2035.54,,,
R548,0,56.8,210.92,2611,2142.71,,,
R548,56.8,69.1,207.91,2611,2108.29,17.3,5.5,7R
R548,69.1,74,207.16,2611,2099.72,,,7R
R548,74,86.6,206.4,2611,2091.01,14.5,4.5,7R
R548,86.6,90.5,205.68,2611,2082.79,,,
R548,90.5,93.2,205.39,2611,2079.5,16.3,4,7L
R548,93.2,97.3,205.1,2611,2076.11,,,
R548,97.3,98.3,204.88,2611,2073.57,,,CO
R548,98.3,100.4,204.74,2611,2072.03,,,
R548,100.4,101.4,204.61,2611,2070.48,,,CO
R548,101.4,103.4,204.48,2611,2068.99,,,
R548,103.4,104.6,204.34,2611,2067.4,,,CO
R548,104.6,106.8,204.19,2611,2065.7,,,
R548,106.8,110.3,203.94,2611,2062.86,22.6,2.5,8M
R548,110.3,135.8,202.68,2611,2048.42,,,
R548,135.8,148.4,201.02,2611,2029.44,10.5,3,8R
R548,148.4,177,199.22,2611,2008.92,,,
R549,0,36.2,219.75,2645.68,2135.66,,,
R549,36.2,40,207.48,2646.71,2119.9,14.3,5.5,7R
R549,40,50,203.32,2647.22,2114.42,14.3,5.5,7R
R549,50,58,197.97,2647.97,2107.22,14.3,5.5,7R
R549,58,60,195.03,2648.41,2103.2,,,7R
R549,60,61.2,194.09,2648.55,2101.91,,,7R
R549,61.2,70,191.17,2648.98,2097.88,17.6,4,7R
R549,70,70.2,188.54,2649.38,2094.25,17.6,4,7R
R549,70.2,74.1,187.34,2649.56,2092.59,,,
R549,74.1,79.7,184.57,2649.97,2088.76,23.2,6.5,7L
R549,79.7,84.9,181.41,2650.44,2084.41,,,
R549,84.9,86.4,179.44,2650.74,2081.71,,,8M
R549,86.4,110.6,171.91,2651.86,2071.36,,,
R549,110.6,120,162.12,2653.33,2057.79,10.3,1.5,8R
R549,120,124.3,158.13,2653.92,2052.25,10.3,1.5,8R
R549,124.3,130,155.22,2654.36,2048.21,,,8R
R549,130,130.7,153.36,2654.63,2045.62,,,8R
R549,130.7,138.3,150.94,2654.9,2042.26,14.1,1.5,8R
R549,138.3,163,141.66,2656.07,2029.09,,,
R550,0,18.7,236.96,2725.36,2136.45,,,
R550,18.7,20,230.38,2725.53,2128.92,11.5,5.5,7R
R550,20,25,228.34,2725.61,2126.52,11.5,5.5,7R
R550,25,26.7,226.18,2725.71,2123.96,,,7R
R550,26.7,30,224.57,2725.78,2122.05,22.2,5,7R
R550,30,36.9,221.36,2725.96,2118.09,22.2,5,7R
R550,36.9,38.1,218.85,2726.11,2114.92,,,
R550,38.1,40,217.89,2726.17,2113.71,14.7,5.5,8M
R550,40,42.5,216.56,2726.28,2111.96,14.7,5.5,8M
R550,42.5,62.5,209.95,2726.94,2102.88,,,
R550,62.5,70,202.02,2727.91,2091.69,9.9,6.5,7R
R550,70,70.2,199.82,2728.19,2088.54,9.9,6.5,7R
R550,70.2,118.7,186.15,2729.61,2068.44,,,
R550,118.7,120,173.2,2730.77,2047.21,11.9,3.5,8R
R550,120,130,170.42,2730.99,2042.3,11.9,3.5,8R
R550,130,139.8,165.64,2731.33,2033.64,11.9,3.5,8R
R550,139.8,152,160.45,2731.55,2023.94,,,
R551,0,34.6,136.44,2725.4,2164.71,,,
R551,34.6,38.2,124.41,2725.4,2149.88,16.8,4,9L
R551,38.2,94,105.69,2725.4,2126.82,,,
R551,94,99.1,86.94,2725.4,2102.83,16.3,3.5,10B
R551,99.1,115.3,80.4,2725.4,2094.42,,,
R551,115.3,117.6,74.74,2725.4,2087.11,16.6,7,10R
R551,117.6,127,71.15,2725.4,2082.49,,,
R553,0,9.4,95.18,2770.08,2201.02,,,
R553,9.4,10,92.08,2770.16,2197.1,16.3,6.5,10B
R553,10,13.3,90.87,2770.19,2195.57,16.3,6.5,10B
R553,13.3,22.2,87.08,2770.29,2190.79,,,
R553,22.2,23.9,83.79,2770.41,2186.64,13.6,8.5,10R
R553,23.9,36.2,79.45,2770.6,2181.15,,,
R553,36.2,40,74.5,2770.9,2174.81,20.4,2.5,10A
R553,40,41.8,72.78,2771.01,2172.6,20.4,2.5,10A
R553,41.8,60.5,66.48,2771.42,2164.52,,,
R555,0,6.2,200.96,2824.57,2130.29,,,
R555,6.2,20.6,194.5,2825.13,2122.29,12.7,1,8R
R555,20.6,21.5,189.7,2825.55,2116.34,,,
R555,21.5,23.9,188.67,2825.65,2115.06,26.1,3.5,8M
R555,23.9,49.8,179.8,2826.42,2104.06,,,
R555,49.8,50.8,171.37,2827.16,2093.61,,,CO
R555,50.8,55.8,169.48,2827.32,2091.28,,,
R555,55.8,74.7,161.99,2827.98,2081.99,12.3,2.5,8R
R555,74.7,91,150.96,2828.94,2068.31,,,
R556,0,24.1,265.78,2810.01,2130.67,,,
R556,24.1,30,256.05,2810.69,2119.27,11.7,6.5,7R
R556,30,35.5,252.35,2810.95,2114.95,11.7,6.5,7R
R556,35.5,40,249.14,2811.2,2111.12,,,7R
R556,40,41.6,247.17,2811.36,2108.79,,,7R
R556,41.6,50,243.88,2811.62,2105.04,11.1,5,7R
R556,50,50.8,240.85,2811.85,2101.59,11.1,5,7R
R556,50.8,53,239.89,2811.91,2100.43,,,
R556,53,58.2,237.53,2812.05,2097.59,19.4,4.5,7L
R556,58.2,59.4,235.49,2812.18,2095.13,,,
R556,59.4,60,234.91,2812.21,2094.44,17.3,1,8M
R556,60,61.1,234.37,2812.25,2093.79,17.3,1,8M
R556,61.1,84.3,226.65,2812.75,2084.42,,,
R556,84.3,90,217.46,2813.47,2073.29,8.6,3,8R
R556,90,100,212.5,2813.86,2067.22,8.6,3,8R
R556,100,103.8,208.16,2814.22,2061.87,8.6,3,8R
R556,103.8,121.5,201.43,2814.87,2053.51,,,
R557,0,58,306.42,2707.4,2081.29,,,
R557,58,60,288.66,2706.42,2057.14,12.9,7,7R
R557,60,65.8,286.39,2706.32,2053.96,12.9,7,7R
R557,65.8,68,284.07,2706.22,2050.71,,,7R
R557,68,70,282.85,2706.17,2049,23.7,3,7R
R557,70,74.4,281,2706.09,2046.39,23.7,3,7R
R557,74.4,75.4,279.43,2706.02,2044.19,,,
R557,75.4,79.3,278.02,2705.96,2042.19,11.3,4,8M
R557,79.3,105.5,269.4,2705.6,2029.86,,,
R557,105.5,110,260.82,2705.38,2017.13,12.9,2.5,8R
R557,110,119.5,257.03,2705.32,2011.25,12.9,2.5,8R
R557,119.5,140,249.05,2705.25,1998.55,,,
R558,0,68.5,305.99,2651.69,2080.73,,,
R558,68.5,77.7,285.78,2654.17,2047.64,13.9,5.5,7R
R558,77.7,79.6,282.9,2654.52,2042.91,,,
R558,79.6,84.6,281.1,2654.74,2039.97,23,4.5,7L
R558,84.6,87.2,279.13,2654.99,2036.74,,,
R558,87.2,88.6,278.08,2655.11,2035.03,,,CO
R558,88.6,90.2,277.3,2655.21,2033.76,,,
R558,90.2,92.3,276.34,2655.33,2032.18,18.2,4.5,8M
R558,92.3,124,267.55,2656.41,2017.79,,,
R558,124,138.3,255.59,2657.87,1998.2,9.7,3.5,8R
R558,138.3,152,248.31,2658.77,1986.27,,,
R559,0,4,328.17,2900.26,2066.3,,,
R559,4,5.9,326.22,2900.34,2064.1,30.4,2,6L
R559,5.9,63,306.61,2901.2,2042.07,,,
R559,63,70,285.42,2902.36,2018.06,8,7,7R
R559,70,70.8,282.88,2902.46,2015.1,8,7,7R
R559,70.8,72.6,282.03,2902.47,2014.12,,,7R
R559,72.6,76.8,280.05,2902.48,2011.86,12.7,5.5,7R
R559,76.8,77.7,278.37,2902.5,2009.94,,,
R559,77.7,79.7,277.42,2902.51,2008.85,32,1,7L
R559,79.7,86,274.73,2902.5,2005.69,,,
R559,86,87.7,272.16,2902.48,2002.63,,,8M
R559,87.7,107.6,265.18,2902.41,1994.39,,,
R559,107.6,110,258,2902.35,1985.86,11.3,3.5,8R
R559,110,119.8,254.02,2902.26,1981.23,11.3,3.5,8R
R559,119.8,139,244.5,2902.01,1970.29,,,
R560,0,32.4,240.22,2909.27,2055.66,,,
R560,32.4,40,227.92,2910.28,2039.92,9.5,2.5,8R
R560,40,46.8,223.58,2910.59,2034.18,9.5,2.5,8R
R560,46.8,60.6,217.49,2910.96,2025.89,,,
R561,0,26.2,158.1,2407.6,2158.5,12,2.5,8R
R561,26.2,67.2,158.1,2407.6,2124.9,,,8R
R561,67.2,81.8,158.1,2407.6,2097.1,12.9,2.5,8R
R561,81.8,87,158.1,2407.6,2087.2,,,8R
R561,87,110.2,158.1,2407.6,2073,8.1,2.5,8R
R561,110.2,147,158.1,2407.6,2043,,,
R562,0,21.5,339.27,2763.07,2097.66,,,
R562,21.5,22.9,336.15,2763.06,2086.64,,,CO
R562,22.9,96.7,325.85,2762.96,2050.48,,,
R562,96.7,100,315.96,2762.73,2013.22,11.4,6.5,7R
R562,100,106.7,314.81,2762.71,2008.36,11.4,6.5,7R
R562,106.7,109.3,313.77,2762.68,2003.83,,,
R562,109.3,110,313.4,2762.67,2002.22,19.6,3.5,7L
R562,110,114.3,312.84,2762.66,1999.78,19.6,3.5,7L
R562,114.3,115.3,312.25,2762.64,1997.2,,,
R562,115.3,116.7,311.99,2762.64,1996.03,,,CO
R562,116.7,118.4,311.65,2762.63,1994.52,,,
R562,118.4,120.3,311.25,2762.62,1992.76,20.2,5,8M
R562,120.3,153.3,307.38,2762.52,1975.74,,,
R562,153.3,169.3,301.96,2762.37,1951.85,11.1,3,8R
R562,169.3,190,297.89,2762.27,1933.96,,,
R569,0,6.2,216.5,2794,2147,30.7,0.1,7L
R569,6.2,70.6,216.5,2794,2111.7,,,
R569,70.6,102.4,216.5,2794,2063.6,10.3,2.5,8R
R569,102.4,115,216.5,2794,2041.4,,,
R574,0,16.8,64.8,2778.45,2187.71,,,
R574,16.8,22.2,71.77,2778.29,2179.07,9.8,4,10A
R574,22.2,37.6,78.31,2778.18,2170.99,,,
R574,37.6,39.4,83.72,2778.08,2164.3,15.7,7,10R
R574,39.4,49.2,87.25,2777.98,2159.7,,,
R574,49.2,53.8,91.58,2777.83,2153.95,11.6,6,10B
R574,53.8,64,96.03,2777.67,2148.04,,,
R575,0,24.6,64.6,2778.85,2183.56,,,
R575,24.6,29.6,71.8,2778.76,2170.63,15.5,3,10A
R575,29.6,51.2,78.24,2778.76,2159,,,
R575,51.2,53,83.82,2778.76,2148.72,20.6,7.5,10R
R575,53,65.6,86.98,2778.76,2142.24,,,
R575,65.6,70.8,90.88,2778.76,2134.24,16.8,4.5,10B
R575,70.8,77,93.38,2778.76,2129.12,,,
R576,0,42.8,64.79,2779.92,2174.52,,,
R576,42.8,50.8,73.05,2780.21,2150.5,15.5,4.5,10A
R576,50.8,74.6,78.09,2780.4,2135.43,,,
R576,74.6,77.2,81.73,2780.59,2122.74,17.7,7,10R
R576,77.2,96.8,84.78,2780.75,2112.07,,,
R576,96.8,100,87.78,2780.94,2101.07,17.4,4,10B
R576,100,102.8,88.54,2781,2098.17,17.4,4,10B
R576,102.8,108,89.54,2781.08,2094.3,,,
R577,0,57.6,59.24,2721.68,2169.19,,,
R577,57.6,63.2,74.06,2720.65,2141.32,17.4,3,10A
R577,63.2,79.4,78.96,2720.29,2131.59,,,
R577,79.4,80.9,82.68,2719.97,2123.56,23,7,10R
R577,80.9,95,85.97,2719.68,2116.5,,,
R577,95,100.6,90.11,2719.32,2107.57,18,4.5,10B
R577,100.6,102,91.59,2719.19,2104.4,,,
R578,0,41.6,59.34,2721.52,2178.4,,,
R578,41.6,47.6,74.94,2720.98,2160.44,19.4,2,10A
R578,47.6,60.9,81.27,2720.76,2153.16,,,
R578,60.9,62.4,86.12,2720.59,2147.57,29.2,4.5,10R
R578,62.4,72.8,90.02,2720.45,2143.08,,,
R578,72.8,78.4,95.27,2720.27,2137.04,16.1,4,10B
R578,78.4,84,98.94,2720.14,2132.82,,,
R579,0,35.4,212.04,2471.07,2180.76,,,
R579,35.4,38.4,199.96,2471.07,2165.83,16.6,3,7R
R579,38.4,41.3,198.1,2471.07,2163.54,,,
R579,41.3,50.9,194.17,2471.07,2158.68,24.5,3,7L
R579,50.9,54.2,190.11,2471.07,2153.67,,,
R579,54.2,56.6,188.32,2471.07,2151.46,34.5,3.5,8M
R579,56.6,60,186.49,2471.07,2149.2,,,8M
R579,60,61.8,184.91,2471.07,2147.15,,,8M
R579,61.8,64.6,183.59,2471.07,2145.26,19.5,5.5,8M
R579,64.6,110.8,169.54,2471.07,2125.19,,,
R579,110.8,121.8,153.13,2471.07,2101.76,13.5,1.5,8R
R579,121.8,180.4,133.17,2471.07,2073.26,,,
R579,180.4,181,116.66,2471.07,2048.7,48.9,0.5,9L
R579,181,187,114.91,2471.07,2045.9,,,9L
R579,187,188.9,112.82,2471.07,2042.55,34.2,1,9L
R579,188.9,201.4,109,2471.07,2036.45,,,
R579,201.4,201.9,105.61,2471.07,2030.91,,,10B
R579,201.9,206.2,104.41,2471.07,2028.83,,,
R579,206.2,208.8,102.68,2471.07,2025.84,20.4,3,10R
R579,208.8,219.8,99.28,2471.07,2019.95,,,
R579,219.8,220.2,96.43,2471.07,2015.01,,,10A
R579,220.2,230,93.88,2471.07,2010.6,,,
R580,0,98.9,225.5,2400.6,2143.45,,,
R580,98.9,118.6,225.5,2400.6,2084.15,14.8,5.5,7R
R580,118.6,123.5,225.5,2400.6,2071.85,,,
R580,123.5,131.3,225.5,2400.6,2065.5,25.1,4,7L
R580,131.3,156,225.5,2400.6,2049.25,,,
R580,156,159.5,225.5,2400.6,2035.15,14.7,4.5,8M
R580,159.5,168.2,225.5,2400.6,2029.05,,,8M
R580,168.2,172.6,225.5,2400.6,2022.5,15.1,6.5,8M
R580,172.6,208.8,225.5,2400.6,2002.2,,,
R580,208.8,225.8,225.5,2400.6,1975.6,14.2,2,8R
R580,225.8,236,225.5,2400.6,1962,,,
R581,0,80.1,655.4,2867.3,1935.25,,,
R581,80.1,83.8,655.4,2867.3,1893.35,28.1,4.5,3L2
R581,83.8,92.2,655.4,2867.3,1887.3,9.6,7.5,3L1
R581,92.2,98,655.4,2867.3,1880.2,,,
R581,98,99.9,655.4,2867.3,1876.35,25.3,5,3LA
R581,99.9,109.7,655.4,2867.3,1870.5,,,
R581,109.7,123.3,655.4,2867.3,1858.8,6.6,7,4JG
R581,123.3,185,655.4,2867.3,1821.15,,,
R582,0,49.1,643.9,2802.8,1941.25,,,
R582,49.1,53,643.9,2802.8,1914.75,30.2,5.5,3L2
R582,53,60.9,643.9,2802.8,1908.85,18,4.5,3L1
R582,60.9,85.8,643.9,2802.8,1892.45,,,
R582,85.8,97.7,643.9,2802.8,1874.05,8.5,7,4JG
R582,97.7,114,643.9,2802.8,1859.95,,,
R583,0,57.5,61.03,2752,2166.98,,,
R583,57.5,64,71.98,2752,2136.91,15.1,3.5,10A
R583,64,88.5,77.28,2752,2122.35,,,
R583,88.5,91,81.9,2752,2109.66,14.3,7.5,10R
R583,91,109,85.4,2752,2100.03,,,
R583,109,114,89.34,2752,2089.22,14.2,3,10B
R583,114,120,91.22,2752,2084.06,,,
R584,0,43.4,62.95,2751.6,2175.21,,,
R584,43.4,49.2,75.25,2751.6,2153.9,19.4,4,10A
R584,49.2,66.6,81.05,2751.6,2143.86,,,
R584,66.6,68.2,85.8,2751.6,2135.63,18.1,6.5,10R
R584,68.2,81.8,89.6,2751.6,2129.05,,,
R584,81.8,87.4,94.4,2751.6,2120.73,18.7,3.5,10B
R584,87.4,90,96.45,2751.6,2117.18,,,
R585,0,29.6,62.61,2751.3,2182.66,,,
R585,29.6,34.6,73.73,2751.3,2169.41,16.6,3.5,10A
R585,34.6,49,79.97,2751.3,2161.98,,,
R585,49,50.4,85.05,2751.3,2155.93,42.3,1,10R
R585,50.4,61.8,89.16,2751.3,2151.02,,,
R585,61.8,67.7,94.72,2751.3,2144.4,16.9,4.5,10B
R585,67.7,71,97.68,2751.3,2140.87,,,
R586,0,83.7,708.58,2721.23,1908,,,
R586,83.7,95.8,713.3,2721.4,1860.33,20,7,3L1
R586,95.8,109.7,714.65,2721.47,1847.41,,,
R586,109.7,110.7,715.43,2721.51,1840,,,3LA
R586,110.7,115.7,715.74,2721.52,1837.01,,,
R586,115.7,120,716.23,2721.55,1832.39,8.7,7.5,4JG
R586,120,125.4,716.78,2721.58,1827.57,8.7,7.5,4JG
R586,125.4,144,718.24,2721.65,1815.66,,,
R587,0,66.2,62.35,2685.7,2161.7,,,
R587,66.2,74.4,72.29,2685.7,2125.86,16.6,3.5,10A
R587,74.4,100.9,76.92,2685.7,2109.14,,,
R587,100.9,103.5,80.81,2685.7,2095.12,13.7,7,10R
R587,103.5,124.9,84.02,2685.7,2083.55,,,
R587,124.9,136.3,88.4,2685.7,2067.75,20.8,5.5,10B
R587,136.3,142.8,90.79,2685.7,2059.13,,,
R588,0,19.9,721.3,2644.73,1945.25,,,
R588,19.9,20.9,721.63,2644.69,1934.81,,,3UB
R588,20.9,40.9,722.18,2644.69,1924.32,,,
R588,40.9,43.5,722.77,2644.68,1913.04,,,3UA
R588,43.5,87.1,724.59,2644.87,1890.02,,,
R588,87.1,98.3,727.55,2645.95,1862.8,11.9,8.5,3L1
R588,98.3,123.2,729.54,2646.88,1844.89,,,
R588,123.2,135,731.57,2647.83,1826.67,9.9,7.5,4JG
R588,135,137.8,732.39,2648.23,1819.43,9.9,7.5,4JG
R588,137.8,235,738.41,2651.71,1769.92,,,
R589,0,20,729.52,2544.53,1947.2,,,
R589,20,20.9,729.79,2544.44,1936.76,,,CO
R589,20.9,72.9,731.45,2544.32,1910.37,,,
R589,72.9,83.2,735.54,2544.4,1879.49,21.4,7.5,3L1
R589,83.2,119.4,738.78,2544.72,1856.47,,,
R589,119.4,136.5,742.81,2545.8,1830.15,13.4,6.5,4JG
R589,136.5,189.6,748.54,2547.33,1795.56,,,
R589,189.6,190.5,753.52,2548.67,1769.05,,,CO
R589,190.5,235,757.7,2549.79,1746.77,,,
R590,0,11.8,551.9,2605.9,2058.3,,,
R590,11.8,18.6,551.9,2605.9,2049,,,3L1
R590,18.6,29.4,551.9,2605.9,2040.2,,,
R590,29.4,30.8,551.9,2605.9,2034.1,,,3LA
R590,30.8,74.6,551.9,2605.9,2011.5,,,
R590,74.6,90.4,551.9,2605.9,1981.7,15,0.1,4JG
R590,90.4,135.6,551.9,2605.9,1951.2,,,
R590,135.6,137.6,551.9,2605.9,1927.6,,,4L
R590,137.6,201,551.9,2605.9,1894.9,,,
R592,0,33.2,581.2,2578.2,2046,,,
R592,33.2,36.6,581.2,2578.2,2027.7,,,3L2
R592,36.6,42.7,581.2,2578.2,2022.95,13.9,0.1,3L1
R592,42.7,47.6,581.2,2578.2,2017.45,,,
R592,47.6,48.8,581.2,2578.2,2014.4,,,3LA
R592,48.8,98.4,581.2,2578.2,1989,,,
R592,98.4,112.7,581.2,2578.2,1957.05,9.4,5.5,4JG
R592,112.7,144,581.2,2578.2,1934.25,,,
R593,0,26.6,1049,2716,1814,,,CO
R593,26.6,27.9,1049,2716,1800.05,16,0.1,CO
R593,27.9,29.9,1049,2716,1798.4,,,CO
R593,29.9,31,1049,2716,1796.85,,,CO
R593,31,41.4,1049,2716,1791.1,,,CO
R593,41.4,42.4,1049,2716,1785.4,7,0.5,CO
R593,42.4,44.6,1049,2716,1783.8,,,CO
R593,44.6,45.6,1049,2716,1782.2,7,0.5,CO
R593,45.6,46.4,1049,2716,1781.3,,,CO
R593,46.4,53.9,1049,2716,1777.15,7,0.5,CO
R593,53.9,76.9,1049,2716,1761.9,,,CO
R593,76.9,77.7,1049,2716,1750,,,CO
R593,77.7,153.4,1049,2716,1711.75,,,CO
R593,153.4,159.4,1049,2716,1670.9,33.5,3,CO
R593,159.4,161.4,1049,2716,1666.9,,,CO
R593,161.4,167.4,1049,2716,1662.9,33.5,3,CO
R593,167.4,182.2,1049,2716,1652.5,,,CO
R593,182.2,193.9,1049,2716,1639.25,26.1,5,CO
R593,193.9,220.4,1049,2716,1620.15,,,CO
R594,0,1.4,923,3043.9,1819.3,,,
R594,1.4,12.3,923,3043.9,1813.15,8.8,0.1,K4
R594,12.3,32.3,923,3043.9,1797.7,,,
R594,32.3,33.1,923,3043.9,1787.3,,,3UB
R594,33.1,33.7,923,3043.9,1786.6,,,3UB
R594,33.7,34.4,923,3043.9,1785.95,,,3UB
R594,34.4,87.2,923,3043.9,1759.2,,,
R594,87.2,91.4,923,3043.9,1730.7,38.1,2.5,3L2
R594,91.4,97.5,923,3043.9,1725.55,26.7,4.5,3L1
R594,97.5,117.5,923,3043.9,1712.5,,,
R594,117.5,121,923,3043.9,1700.75,25.4,5,3LA
R594,121,140,923,3043.9,1689.5,,,
R595,0,37.7,709.7,3067.8,1855.55,,,
R595,37.7,45.5,709.7,3067.8,1832.8,5.8,8,4JG
R595,45.5,96,709.7,3067.8,1803.65,,,
R596,0,18.2,889,2705.1,1859.1,,,CO
R596,18.2,26.3,889,2705.1,1845.95,12.6,0.1,CO
R596,26.3,41.5,889,2705.1,1834.3,,,CO
R596,41.5,42.6,889,2705.1,1826.15,,,CO
R596,42.6,50.7,889,2705.1,1821.55,,,CO
R596,50.7,51.5,889,2705.1,1817.1,,,CO
R596,51.5,100.4,889,2705.1,1792.25,,,CO
R596,100.4,103.4,889,2705.1,1766.3,,,CO
R596,103.4,108.3,889,2705.1,1762.35,20.5,7.5,CO
R596,108.3,184.4,889,2705.1,1721.85,,,CO
R596,184.4,195.2,889,2705.1,1678.4,20.6,6,CO
R596,195.2,251,889,2705.1,1645.1,,,CO
R597,0,40.8,791.6,2887.9,1880.4,,,
R597,40.8,41.8,791.6,2887.9,1859.5,,,3UB
R597,41.8,98.5,791.6,2887.9,1830.65,,,
R597,98.5,101.2,791.6,2887.9,1800.95,,,3L2
R597,101.2,106.4,791.6,2887.9,1797,16.4,7,3L1
R597,106.4,120.5,791.6,2887.9,1787.35,,,
R597,120.5,138.4,791.6,2887.9,1771.35,5.8,7.5,4JG
R597,138.4,237.8,791.6,2887.9,1712.7,,,
R597,237.8,240,791.6,2887.9,1661.9,12.8,6,R4U
R597,240,243.4,791.6,2887.9,1659.1,,,R4U
R597,243.4,244.6,791.6,2887.9,1656.8,,,R4U
R597,244.6,262.5,791.6,2887.9,1647.25,,,
R598DV,0,11,1057.1,3022.7,1780.2,,,
R598DV,11,13,1057.1,3022.7,1773.7,,,GA
R598DV,13,33.2,1057.1,3022.7,1762.6,,,
R598DV,33.2,40.6,1057.1,3022.7,1748.8,21.6,4.5,K4
R598DV,40.6,54.6,1057.1,3022.7,1738.1,,,
R598DV,54.6,55.4,1057.1,3022.7,1730.7,25.1,4,3UB
R598DV,55.4,64.6,1057.1,3022.7,1725.7,,,
R598DV,64.6,65.4,1057.1,3022.7,1720.7,,,3UA
R598DV,65.4,98.6,1057.1,3022.7,1703.7,,,
R598DV,98.6,100.8,1057.1,3022.7,1686,,,3L1
R598DV,100.8,119.8,1057.1,3022.7,1675.4,,,
R598DV,119.8,122.2,1057.1,3022.7,1664.7,24.3,6,3LA
R598DV,122.2,159.7,1057.1,3022.7,1644.75,,,
R598DV,159.7,161.4,1057.1,3022.7,1625.15,,,4U
R598DV,161.4,167.5,1057.1,3022.7,1621.25,,,
R598DV,167.5,173.8,1057.1,3022.7,1615.05,29.9,4,4R
R598DV,173.8,248.6,1057.1,3022.7,1574.5,,,
R598DV,248.6,261.8,1057.1,3022.7,1530.5,19.6,4.5,R4U
R598DV,261.8,272,1057.1,3022.7,1518.8,,,
R599DV,0,22.6,483.8,1763.9,2025.9,,,
R599DV,22.6,24.2,483.8,1763.9,2013.8,,,5M
R599DV,24.2,51.4,483.8,1763.9,1999.4,,,
R599DV,51.4,55.4,483.8,1763.9,1983.8,25.8,0.1,6U
R599DV,55.4,100.2,483.8,1763.9,1959.4,,,
R599DV,100.2,102.9,483.8,1763.9,1935.65,13.8,5.5,R6L
R599DV,102.9,105.5,483.8,1763.9,1933,,,R6L
R599DV,105.5,108.2,483.8,1763.9,1930.35,13.8,5.5,R6L
R599DV,108.2,138,483.8,1763.9,1914.1,,,
R600,0,19.6,69.2,2650.71,2172.45,,,
R600,19.6,22.9,72.9,2651.29,2161.63,15.1,3.5,10A
R600,22.9,24.6,73.69,2651.41,2159.26,15.1,3.5,10A
R600,24.6,49.3,77.88,2651.93,2146.76,,,
R600,49.3,51.4,81.87,2652.36,2133.97,13,7,10R
R600,51.4,67.3,84.41,2652.53,2125.34,,,
R600,67.3,68.6,86.66,2652.77,2117.05,13.1,7,10B
R600,68.6,73.1,87.4,2652.84,2114.24,13.1,7,10B
R600,73.1,77.2,88.5,2652.94,2110.09,,,
R601,0,28.6,68.14,2651.21,2167.9,,,
R601,28.6,30.5,71.66,2651.8,2153.08,13.1,4.5,10A
R601,30.5,35.2,72.38,2651.88,2149.86,13.1,4.5,10A
R601,35.2,68.5,76.39,2652.24,2131.29,,,
R601,68.5,68.6,79.19,2652.51,2114.83,23.9,5.5,10R
R601,68.6,70.8,79.35,2652.55,2113.69,23.9,5.5,10R
R601,70.8,91.6,80.81,2652.8,2102.29,,,
R601,91.6,99.1,82.46,2653.16,2088.24,13.3,6.5,10B
R601,99.1,99.8,82.93,2653.3,2084.17,13.3,6.5,10B
R601,99.8,104,83.19,2653.37,2081.73,,,
R602,0,28.4,116.4,2609,2169.7,,,
R602,28.4,32.6,124.55,2609,2155.59,9.7,6.5,9L
R602,32.6,89.6,139.85,2609,2129.09,,,
R602,89.6,105.5,158.08,2609,2097.52,9.8,3.5,8R
R602,105.5,149.3,173,2609,2071.67,,,8R
R602,149.3,172.8,189.83,2609,2042.53,12.3,3.5,8R
R602,172.8,186.8,199.2,2609,2026.29,,,
R607,0,10.4,1271,2567.1,1796.3,,,
R607,10.4,15.2,1271,2567.1,1788.7,,,A
R607,15.2,33.6,1271,2567.1,1777.1,,,
R607,33.6,35.2,1271,2567.1,1767.1,,,GA
R607,35.2,55.6,1271,2567.1,1756.1,,,
R607,55.6,62.8,1271,2567.1,1742.3,,,K4
R607,62.8,70,1271,2567.1,1735.1,,,
R607,70,72,1271,2567.1,1730.5,,,3UB
R607,72,76.2,1271,2567.1,1727.4,,,
