DHID,FROM,TO,X,Y,Z,RASH,RFSI,ASEAM
R423,116.7,133.7,1258.5,1937.4,1739.3,,,
R423,133.7,137.5,1258.5,1937.4,1728.9,16.3,8,3LA
R423,137.5,139.2,1258.5,1937.4,1726.15,,,3LA
R423,139.2,143,1258.5,1937.4,1723.4,21,6.5,3LA
R423,143,199.2,1258.5,1937.4,1693.4,,,
R423,199.2,204.2,1258.5,1937.4,1662.8,23.5,6,4JG
R423,204.2,231.7,1258.5,1937.4,1646.55,,,
R423,231.7,235.5,1258.5,1937.4,1630.9,,,4L
R423,235.5,252.5,1258.5,1937.4,1620.5,,,4L
R423,252.5,254.5,1258.5,1937.4,1611,,,4L
R423,254.5,289.8,1258.5,1937.4,1592.35,,,
R423,289.8,292.9,1258.5,1937.4,1573.15,25.1,0.1,5M
R423,292.9,294,1258.5,1937.4,1571.05,,,5M
R423,294,297,1258.5,1937.4,1569,25.1,0.1,5M
R423,297,325.5,1258.5,1937.4,1553.25,,,5M
R423,325.5,327.4,1258.5,1937.4,1538.05,,,5M
R423,327.4,372.2,1258.5,1937.4,1514.7,,,
R430,0,13.6,980.8,2093.3,1885.9,,,
R430,13.6,15.7,980.8,2093.3,1878.05,9,0.1,K4
R430,15.7,46.6,980.8,2093.3,1861.55,,,
R430,46.6,48,980.8,2093.3,1845.4,11.6,5,3UB
R430,48,55.7,980.8,2093.3,1840.85,,,
R430,55.7,57,980.8,2093.3,1836.35,15.5,8,3UA
R430,57,58.7,980.8,2093.3,1834.85,,,3UA
R430,58.7,59.8,980.8,2093.3,1833.45,24,5.5,3UA
R430,59.8,98.3,980.8,2093.3,1813.65,,,
R430,98.3,101.7,980.8,2093.3,1792.7,,,3L2
R430,101.7,105.6,980.8,2093.3,1789.05,23.2,6.5,3L1
R430,105.6,112.5,980.8,2093.3,1783.65,,,
R430,112.5,113.7,980.8,2093.3,1779.6,,,3LA
R430,113.7,140.5,980.8,2093.3,1765.6,,,
R430,140.5,145.4,980.8,2093.3,1749.75,31.4,3.5,4U
R430,145.4,150.8,980.8,2093.3,1744.6,,,4U
R430,150.8,154.3,980.8,2093.3,1740.15,15.2,7.5,4U
R430,154.3,167.5,980.8,2093.3,1731.8,,,
R430,167.5,170.5,980.8,2093.3,1723.7,29.7,6,4R
R430,170.5,204.3,980.8,2093.3,1705.3,,,
R430,204.3,205.4,980.8,2093.3,1687.85,,,4L
R430,205.4,213.8,980.8,2093.3,1683.1,,,4L
R430,213.8,215.9,980.8,2093.3,1677.85,13.9,7.5,4L
R430,215.9,235.2,980.8,2093.3,1667.15,,,
R430,235.2,239.8,980.8,2093.3,1655.2,,,5M
R430,239.8,265,980.8,2093.3,1640.3,,,
R432,0,11,703.95,2619.22,1961.2,,,
R432,11,12.2,703.79,2619.35,1955.11,,,3UB
R432,12.2,28.4,703.55,2619.55,1946.41,,,
R432,28.4,30.7,703.3,2619.75,1937.17,,,3UA
R432,30.7,68.3,702.76,2620.19,1917.23,,,
R432,68.3,72,702.33,2620.53,1896.59,30.2,0.5,3L2
R432,72,75,702.27,2620.59,1893.24,14.4,5,3L1
R432,75,76.2,702.2,2620.64,1891.14,14.4,5,3L1
R432,76.2,86,701.87,2620.92,1885.66,,,
R432,86,87.3,701.55,2621.21,1880.12,,,3LA
R432,87.3,88.5,701.47,2621.27,1878.88,,,3LA
R432,88.5,89.8,701.4,2621.34,1877.63,,,3LA
R432,89.8,106.1,700.88,2621.79,1868.86,,,
R432,106.1,117,700.27,2622.78,1855.31,13.7,7,4JG
R432,117,148.8,699.2,2624.46,1834.05,,,
R432,148.8,150,698.16,2625.84,1817.64,,,4L
R432,150,150.9,698.1,2625.93,1816.6,,,4L
R432,150.9,174.5,697.48,2627.05,1804.42,,,CO
R432,174.5,175,696.87,2628.15,1792.43,,,CO
R432,175,190.2,696.28,2628.89,1784.64,,,CO
R432,190.2,207.1,695.05,2630.42,1768.71,,,
R432,207.1,212,694.21,2631.45,1757.89,,,CO
R432,212,289.1,691.06,2635.33,1717.2,,,
R432,289.1,294.1,687.92,2639.22,1676.45,23.5,2.5,5M
R432,294.1,357.5,685.29,2642.46,1642.51,,,
R432,357.5,360,682.77,2645.58,1609.8,23.2,1.5,6L
R432,360,444.5,679.43,2649.7,1566.63,,,
R432,444.5,465.8,675.37,2654.71,1514.12,20.2,6,7R
R432,465.8,470.3,674.38,2655.93,1501.32,,,
R432,470.3,476.8,673.96,2656.45,1495.86,23.5,3,8M
R432,476.8,508.5,672.5,2658.26,1476.9,,,
R432,508.5,527.2,670.56,2660.65,1451.89,17.1,2.5,8R
R432,527.2,534,669.59,2661.85,1439.24,,,
R434,0,65.2,444.3,2262,2095.5,,,
R434,65.2,66.8,444.3,2262,2062.1,,,CO
R434,66.8,88.5,444.3,2262,2050.45,,,
R434,88.5,90.7,444.3,2262,2038.5,,,CO
R434,90.7,193,444.3,2262,1986.25,,,
R434,193,197.5,444.3,2262,1932.85,,,6L
R434,197.5,216.7,444.3,2262,1921,,,
R434,216.7,228.8,444.3,2262,1905.35,18.7,3,7R
R434,228.8,299.4,444.3,2262,1864,,,
R434,299.4,302.4,444.3,2262,1827.2,16.6,5,8M
R434,302.4,339.7,444.3,2262,1807.05,,,
R434,339.7,359.7,444.3,2262,1778.4,14.9,2,8R
R434,359.7,395.5,444.3,2262,1750.5,,,
R434,395.5,398,444.3,2262,1731.35,7.2,8,CO
R434,398,472.6,444.3,2262,1692.8,,,
R434,472.6,475,444.3,2262,1654.3,15.2,3.5,9L
R434,475,526.4,444.3,2262,1627.4,,,
R434,526.4,531.1,444.3,2262,1599.35,20.4,5,10B
R434,531.1,536.3,444.3,2262,1594.4,,,
R434,536.3,541.7,444.3,2262,1589.1,15.3,3.5,10A
R434,541.7,556,444.3,2262,1579.25,,,
R435,0,13.9,814.81,3157.52,1819.05,,,
R435,13.9,14.9,814.92,3157.75,1811.61,15.3,8,3L2
R435,14.9,16,814.94,3157.78,1810.56,,,
R435,16,21.7,814.99,3157.89,1807.16,15.5,7.5,3L1
R435,21.7,32.1,815.11,3158.14,1799.12,,,
R435,32.1,33.6,815.2,3158.33,1793.17,,,3LA
R435,33.6,53.4,815.37,3158.66,1782.53,,,
R435,53.4,63.3,816.14,3159.42,1767.73,5.2,8,4JG
R435,63.3,240.2,831.06,3167.44,1676.15,,,
R435,240.2,242.9,860.43,3176.42,1591.76,9.3,7,5M
R435,242.9,245.9,861.37,3176.71,1589.08,,,
R435,245.9,246.9,862.02,3176.91,1587.2,,,CO
R435,246.9,319.7,876.28,3180.77,1553.4,,,
R435,319.7,321.8,890.87,3185.14,1519.19,13.2,7.5,6L
R435,321.8,328,892.47,3185.66,1515.4,,,6L
R435,328,330,894.06,3186.18,1511.65,8.2,8.5,6L
R435,330,367,901.6,3188.63,1493.84,,,
R435,367,370.9,909.51,3191.2,1475.15,14.3,7,5M
R435,370.9,433.6,922.29,3195.46,1444.7,,,
R435,433.6,434.9,933.15,3200.52,1415.03,12.6,6,6L
R435,434.9,522,948.16,3207.52,1374.05,,,
R435,522,529.6,962.27,3215.87,1329.68,16.8,7,7R
R435,529.6,533.2,963.75,3216.94,1324.38,,,
R435,533.2,543.1,965.52,3218.23,1318,17.6,5.5,8M
R435,543.1,550.2,967.76,3219.86,1309.96,,,
R435,550.2,555.7,969.42,3221.07,1304,13.3,3,CO
R435,555.7,557,970.32,3221.72,1300.79,,,
R435,557,558.6,970.7,3221.99,1299.42,9.7,4,CO
R435,558.6,561,971.23,3222.38,1297.53,,,
R435,561,564.3,971.98,3222.92,1294.83,15.5,1,CO
R435,564.3,565,972.5,3223.3,1292.94,,,
R440,0,20.6,731.6,2984.8,1910.4,,,
R440,20.6,21.4,731.6,2984.8,1899.7,,,3UB
R440,21.4,24.1,731.6,2984.8,1897.95,,,
R440,24.1,24.7,731.6,2984.8,1896.3,,,3UA
R440,24.7,74.9,731.6,2984.8,1870.9,,,
R440,74.9,75,731.6,2984.8,1845.75,,,3L2
R440,75,80,731.6,2984.8,1843.2,13.9,2.5,3L1
R440,80,88,731.6,2984.8,1836.7,,,
R440,88,90.2,731.6,2984.8,1831.6,,,3LA
R440,90.2,101.4,731.6,2984.8,1824.9,,,
R440,101.4,110.1,731.6,2984.8,1814.95,11.9,7.5,4JG
R440,110.1,188.7,731.6,2984.8,1771.3,,,
R441,0,18.4,816,2771.6,1876.2,,,CO
R441,18.4,19.6,816,2771.6,1866.4,,,CO
R441,19.6,30.7,816,2771.6,1860.25,,,CO
R441,30.7,31.6,816,2771.6,1854.25,,,CO
R441,31.6,92.2,816,2771.6,1823.5,,,CO
R441,92.2,95.6,816,2771.6,1791.5,,,CO
R441,95.6,102.5,816,2771.6,1786.35,22.4,7,CO
R441,102.5,127.4,816,2771.6,1770.45,,,CO
R441,127.4,139.4,816,2771.6,1752,12.4,7.5,CO
R441,139.4,180,816,2771.6,1725.7,,,CO
R462,0,19.1,902.9,2861.2,1837.55,,,CO
R462,19.1,25.8,902.9,2861.2,1824.65,12.9,1.5,CO
R462,25.8,42.8,902.9,2861.2,1812.8,,,CO
R462,42.8,43.7,902.9,2861.2,1803.85,,,CO
R462,43.7,44.7,902.9,2861.2,1802.9,,,CO
R462,44.7,45.6,902.9,2861.2,1801.95,,,CO
R462,45.6,57.6,902.9,2861.2,1795.5,,,CO
R462,57.6,60,902.9,2861.2,1788.3,,,CO
R462,60,101.3,902.9,2861.2,1766.45,,,CO
R462,101.3,104,902.9,2861.2,1744.45,25.7,5,CO
R462,104,110.3,902.9,2861.2,1739.95,25.7,5,CO
R462,110.3,123.2,902.9,2861.2,1730.35,,,CO
R462,123.2,125.4,902.9,2861.2,1722.8,,,3LA
R462,125.4,161.1,902.9,2861.2,1703.85,,,
R462,161.1,175.5,902.9,2861.2,1678.8,13.2,6.5,4JG
R462,175.5,214,902.9,2861.2,1652.35,,,
R462,214,216,902.9,2861.2,1632.1,,,4L
R462,216,235,902.9,2861.2,1621.6,,,
R462,235,239,902.9,2861.2,1610.1,,,R4U
R462,239,249.4,902.9,2861.2,1602.9,,,R4U
R462,249.4,255,902.9,2861.2,1594.9,,,R4U
R462,255,264,902.9,2861.2,1587.6,,,
R464,0,7,954.6,2709.4,1840.2,,,CO
R464,7,7.9,954.6,2709.4,1836.25,,,CO
R464,7.9,11.7,954.6,2709.4,1833.9,,,CO
R464,11.7,12.9,954.6,2709.4,1831.4,,,CO
R464,12.9,26.5,954.6,2709.4,1824,,,CO
R464,26.5,28,954.6,2709.4,1816.45,,,CO
R464,28,30.3,954.6,2709.4,1814.55,,,CO
R464,30.3,34,954.6,2709.4,1811.55,,,CO
R464,34,53.2,954.6,2709.4,1800.1,,,CO
R464,53.2,53.9,954.6,2709.4,1790.15,,,CO
R464,53.9,54.8,954.6,2709.4,1789.35,,,CO
R464,54.8,55.4,954.6,2709.4,1788.6,,,CO
R464,55.4,64.6,954.6,2709.4,1783.7,,,CO
R464,64.6,65.4,954.6,2709.4,1778.7,,,CO
R464,65.4,104.4,954.6,2709.4,1758.8,,,CO
R464,104.4,107,954.6,2709.4,1738,40.5,1,CO
R464,107,112,954.6,2709.4,1734.2,20.1,5,CO
R464,112,134.3,954.6,2709.4,1720.55,,,CO
R464,134.3,135.6,954.6,2709.4,1708.75,,,CO
R464,135.6,173.6,954.6,2709.4,1689.1,,,CO
R464,173.6,187.6,954.6,2709.4,1663.1,18.5,5,CO
R464,187.6,257.2,954.6,2709.4,1621.3,,,CO
R464,257.2,259,954.6,2709.4,1585.6,19.4,4,CO
R465,0,25.5,1043.7,2793,1812.25,,,CO
R465,25.5,27,1043.7,2793,1798.75,,,CO
R465,27,28.6,1043.7,2793,1797.2,,,CO
R465,28.6,29.5,1043.7,2793,1795.95,,,CO
R465,29.5,49.5,1043.7,2793,1785.5,,,CO
R465,49.5,53.1,1043.7,2793,1773.7,16.5,0.1,CO
R465,53.1,53.9,1043.7,2793,1771.5,,,CO
R465,53.9,57.4,1043.7,2793,1769.35,16.5,0.1,CO
R465,57.4,74.8,1043.7,2793,1758.9,,,CO
R465,74.8,76,1043.7,2793,1749.6,,,CO
R465,76,80.7,1043.7,2793,1746.65,,,CO
R465,80.7,81.4,1043.7,2793,1743.95,,,CO
R465,81.4,141.4,1043.7,2793,1713.6,,,CO
R465,141.4,142.6,1043.7,2793,1683,,,CO
R465,142.6,145.3,1043.7,2793,1681.05,,,CO
R465,145.3,229.8,1043.7,2793,1637.45,,,CO
R465,229.8,232.1,1043.7,2793,1594.05,,,4JG
R465,232.1,234.2,1043.7,2793,1591.85,,,4JG
R465,234.2,236.4,1043.7,2793,1589.7,,,4JG
R465,236.4,263,1043.7,2793,1575.3,,,
R465,263,264.8,1043.7,2793,1561.1,,,4L
R465,264.8,292.1,1043.7,2793,1546.55,,,
R465,292.1,303,1043.7,2793,1527.45,16.5,4,R4U
R465,303,305.6,1043.7,2793,1520.7,,,
R466,0,9,829.7,2641,1890.3,,,CO
R466,9,12.6,829.7,2641,1884,24.8,0.1,CO
R466,12.6,28,829.7,2641,1874.5,,,CO
R466,28,29.9,829.7,2641,1865.85,,,CO
R466,29.9,39.9,829.7,2641,1859.9,,,CO
R466,39.9,41.6,829.7,2641,1854.05,,,CO
R466,41.6,89.7,829.7,2641,1829.15,,,CO
R466,89.7,93,829.7,2641,1803.45,32.8,3,CO
R466,93,99.2,829.7,2641,1798.7,20.1,4.5,CO
R466,99.2,124.4,829.7,2641,1783,,,CO
R466,124.4,137.2,829.7,2641,1764,8.6,6.5,CO
R466,137.2,181.2,829.7,2641,1735.6,,,CO
R466,181.2,190.1,829.7,2641,1709.15,18.4,5,CO
R466,190.1,198,829.7,2641,1700.75,,,CO
R466A,0,7.5,335.6,2474.72,2182.51,,,
R466A,7.5,10.4,333.11,2474.46,2177.96,,,5M
R466A,10.4,18.8,330.4,2474.19,2173.01,,,
R466A,18.8,19.8,328.15,2473.96,2168.89,,,CO
R466A,19.8,83.6,312.58,2472.41,2140.51,,,
R466A,83.6,85.6,296.44,2471.14,2111.87,,,6L
R466A,85.6,100,292.55,2470.81,2104.67,,,6L
R466A,100,120,284.45,2470.22,2089.5,,,6L
R466A,120,140,275.14,2469.77,2071.81,,,6L
R466A,140,143.5,269.69,2469.59,2061.4,,,6L
R466A,143.5,144.4,268.68,2469.55,2059.45,,,6L
R466A,144.4,174.8,261.51,2469.3,2045.54,,,
R466A,174.8,180,253.46,2469.02,2029.67,24.8,4,7R
R466A,180,184,251.39,2468.95,2025.56,24.8,4,7R
R466A,184,186.4,249.95,2468.9,2022.7,,,
R466A,186.4,192.4,248.07,2468.83,2018.94,,,7L
R466A,192.4,200.5,244.92,2468.72,2012.64,,,
R466A,200.5,202.4,242.69,2468.65,2008.17,27.3,2.5,8M
R466A,202.4,230.8,235.98,2468.41,1994.58,,,
R466A,230.8,240,227.87,2468.13,1977.63,17.9,2,8R
R466A,240,244.8,224.89,2468.02,1971.29,17.9,2,8R
R466A,244.8,266,219.42,2467.83,1959.5,,,
R467,0,27.6,284.99,2120.54,2133.6,,,
R467,27.6,29.6,277.91,2120.84,2120.6,26.8,4,6L
R467,29.6,51.2,272.38,2120.47,2110.19,,,
R467,51.2,60,265.3,2119.9,2096.75,22,4,7R
R467,60,64,262.32,2119.65,2091.09,22,4,7R
R467,64,112,250.42,2118.74,2067.99,,,
R467,112,114.2,238.95,2118.09,2045.68,31.5,1.5,8M
R467,114.2,140,232.55,2117.84,2033.23,,,
R467,140,150,224.45,2117.56,2017.27,18,2,8R
R467,150,153.4,221.46,2117.35,2011.28,18,2,8R
R467,153.4,183.6,214.08,2116.83,1996.2,,,
R467,183.6,188,206.42,2116.31,1980.69,27.6,1.5,9L
R467,188,201.2,202.56,2116.09,1972.79,,,
R467,201.2,202,199.5,2115.9,1966.5,,,CO
R467,202,223.6,194.67,2115.41,1956.41,,,
R467,223.6,230,188.66,2115.04,1943.77,19.4,3.5,10B
R467,230,233,186.67,2114.89,1939.51,19.4,3.5,10B
R467,233,247.2,183.02,2114.59,1931.73,,,
R467,247.2,250,179.41,2114.26,1924.04,17,3,10A
R467,250,251.6,178.5,2114.18,1922.04,17,3,10A
R467,251.6,260,176.47,2114,1917.47,,,
R468,0,11.5,915,2467.9,1879.55,,,CO
R468,11.5,14.2,915,2467.9,1872.45,,,CO
R468,14.2,19.7,915,2467.9,1868.35,,,CO
R468,19.7,21.7,915,2467.9,1864.6,,,CO
R468,21.7,58.8,915,2467.9,1845.05,,,CO
R468,58.8,61.1,915,2467.9,1825.35,,,CO
R468,61.1,66.4,915,2467.9,1821.55,,,CO
R468,66.4,67.3,915,2467.9,1818.45,,,CO
R468,67.3,108.1,915,2467.9,1797.6,,,CO
R468,108.1,111.2,915,2467.9,1775.65,28.6,3.5,CO
R468,111.2,116.2,915,2467.9,1771.6,20.1,5,CO
R468,116.2,147,915,2467.9,1753.7,,,CO
R468,147,149.6,915,2467.9,1737,,,CO
R468,149.6,200.6,915,2467.9,1710.2,,,CO
R468,200.6,211.9,915,2467.9,1679.05,,,CO
R468,211.9,216.5,915,2467.9,1671.1,,,CO
R468,216.5,227.7,915,2467.9,1663.2,,,CO
R468,227.7,260,915,2467.9,1641.45,,,CO
R471,0,11.8,828.7,2106.6,1951.8,,,
R471,11.8,12.9,828.7,2106.6,1945.35,19.8,0.1,K4
R471,12.9,13.9,828.7,2106.6,1944.3,,,K4
R471,13.9,14.9,828.7,2106.6,1943.3,19.8,0.1,K4
R471,14.9,28.3,828.7,2106.6,1936.1,,,
R471,28.3,29.5,828.7,2106.6,1928.8,20.3,0.1,3UB
R471,29.5,42,828.7,2106.6,1921.95,,,
R471,42,44.2,828.7,2106.6,1914.6,,,3UA
R471,44.2,83.6,828.7,2106.6,1893.8,,,
R471,83.6,87.2,828.7,2106.6,1872.3,32.4,2.5,3L2
R471,87.2,94.4,828.7,2106.6,1866.9,17.4,5,3L1
R471,94.4,105.2,828.7,2106.6,1857.9,,,
R471,105.2,107.1,828.7,2106.6,1851.55,24.8,3,3LA
R471,107.1,108.1,828.7,2106.6,1850.1,,,3LA
R471,108.1,109.9,828.7,2106.6,1848.7,24.8,3,3LA
R471,109.9,127.6,828.7,2106.6,1838.95,,,
R471,127.6,130.6,828.7,2106.6,1828.6,15.5,5,4JG
R471,130.6,131.5,828.7,2106.6,1826.65,,,4JG
R471,131.5,134.5,828.7,2106.6,1824.7,15.5,5,4JG
R471,134.5,165.8,828.7,2106.6,1807.55,,,
R471,165.8,167.6,828.7,2106.6,1791,,,4L
R471,167.6,171.3,828.7,2106.6,1788.25,,,4L
R471,171.3,173.6,828.7,2106.6,1785.25,,,4L
R471,173.6,231.5,828.7,2106.6,1755.15,,,
R471,231.5,233.7,828.7,2106.6,1725.1,,,5M
R471,233.7,252.6,828.7,2106.6,1714.55,,,
R472,0,4.8,117.67,2601.69,2205.87,,,
R472,4.8,6,115.88,2601.67,2203.46,24.5,0.1,9L
R472,6,35.3,106.79,2601.58,2191.22,,,
R472,35.3,40,96.81,2601.09,2177.47,24.3,4,10B
R472,40,41.2,95.09,2601.02,2175.07,24.3,4,10B
R472,41.2,50.5,92.04,2600.94,2170.8,,,
R472,50.5,52,88.9,2600.87,2166.41,20.7,6,10R
R472,52,58,86.71,2600.83,2163.36,,,
R473,0,11.2,118.03,2601.35,2202.72,,,
R473,11.2,12.3,115.98,2601.3,2196.92,45.2,0.1,9L
R473,12.3,80.5,104.79,2601.17,2164.13,,,
R473,80.5,90,93.37,2600.93,2127,17.2,5,10B
R473,90,100,90.64,2600.88,2117.64,17.2,5,10B
R473,100,108,88.23,2600.83,2108.97,17.2,5,10B
R473,108,142,83,2600.61,2088.63,,,
R473,142,150,78.05,2600.4,2068.23,15.9,6,10R
R473,150,160,76.05,2600.25,2059.45,15.9,6,10R
R473,160,170,73.91,2600.07,2049.69,15.9,6,10R
R473,170,180,71.83,2599.83,2039.91,15.9,6,10R
R473,180,189.3,69.92,2599.58,2030.45,15.9,6,10R
R473,189.3,195,68.5,2599.38,2023.09,,,
R474,0,6.7,205.65,2538.19,2204.64,,,
R474,6.7,10,202.43,2538.47,2200.82,12.3,0.1,7R
R474,10,20,198.15,2538.84,2195.74,12.3,0.1,7R
R474,20,20.2,194.88,2539.13,2191.85,12.3,0.1,7R
R474,20.2,23.3,193.82,2539.22,2190.58,,,
R474,23.3,25.7,192.07,2539.38,2188.47,28.3,0.1,7L
R474,25.7,31.8,189.36,2539.61,2185.2,,,
R474,31.8,33.8,186.78,2539.84,2182.09,31.2,0.1,8M
R474,33.8,62.5,177,2540.69,2170.29,,,
R474,62.5,70,165.46,2541.7,2156.38,13,1.5,8R
R474,70,80,159.93,2542.19,2149.62,13,1.5,8R
R474,80,86.7,154.69,2542.65,2143.13,13,1.5,8R
R474,86.7,152.8,132.27,2544.61,2114.53,,,
R474,152.8,160,110.66,2546.5,2084.99,16.1,4,9L
R474,160,161,108.28,2546.71,2081.65,16.1,4,9L
R474,161,170,105.4,2546.96,2077.58,,,9L
R474,170,180,99.94,2547.44,2069.81,,,9L
R474,180,183,96.25,2547.76,2064.48,,,9L
R474,183,184.2,95.07,2547.86,2062.74,40.1,0.1,9L
R474,184.2,231,81.8,2549.02,2042.78,,,
R475,0,109.5,210.52,2536.48,2152.7,,,
R475,109.5,110,213.72,2534.96,2097.82,15.9,6,7R
R475,110,120,214.08,2534.75,2092.58,15.9,6,7R
R475,120,130,214.76,2534.34,2082.61,15.9,6,7R
R475,130,132,215.15,2534.1,2076.63,15.9,6,7R
R475,132,134,215.28,2534.03,2074.64,,,
R475,134,140,215.52,2533.9,2070.65,22.2,6,7L
R475,140,147,215.92,2533.73,2064.16,22.2,6,7L
R475,147,159.7,216.54,2533.55,2054.33,,,
R475,159.7,160,216.99,2533.45,2047.85,,,8M
R475,160,162.3,217.07,2533.4,2046.55,,,8M
R475,162.3,203.1,218.56,2532.75,2025.06,,,
R475,203.1,210,220.12,2532.32,2001.27,13.7,2.5,8R
R475,210,220,220.65,2532.13,1992.84,13.7,2.5,8R
R475,220,223.7,221.06,2531.97,1986,13.7,2.5,8R
R475,223.7,285,222.84,2531.22,1953.56,,,
R475,285,289,224.89,2530.29,1920.99,29.7,2.5,9L
R475,289,292.5,225.12,2530.17,1917.25,,,
R476,0,12.3,207.2,2537.99,2201.37,,,
R476,12.3,20,204.11,2538.79,2191.89,14.3,0.1,7R
R476,20,30,201.41,2539.46,2183.49,14.3,0.1,7R
R476,30,40,198.4,2540.21,2173.99,14.3,0.1,7R
R476,40,41.7,196.67,2540.66,2168.42,14.3,0.1,7R
R476,41.7,42.1,196.38,2540.73,2167.41,,,
R476,42.1,50,195.22,2541.03,2163.44,30.6,3,7L
R476,50,52.2,193.81,2541.4,2158.6,30.6,3,7L
R476,52.2,72.2,190.78,2542.18,2147.95,,,
R476,72.2,80,187,2543.13,2134.61,22.2,5,8M
R476,80,145.5,177.34,2545.08,2099.31,,,
R476,145.5,150,168.88,2546.93,2065.4,12.1,2,8R
R476,150,160,167.12,2547.23,2058.37,12.1,2,8R
R476,160,170,164.7,2547.55,2048.68,12.1,2,8R
R476,170,173.3,163.09,2547.73,2042.23,12.1,2,8R
R476,173.3,227.7,156.42,2548.24,2014.16,,,
R476,227.7,230,150.61,2548.29,1986.42,23.1,1.5,9L
R476,230,230.7,150.31,2548.29,1984.95,23.1,1.5,9L
R476,230.7,265.7,146.91,2548.3,1967.42,,,
R476,265.7,269.8,143.17,2548.4,1948.23,16.1,4,10B
R476,269.8,272.2,142.54,2548.45,1945.05,,,
R476,272.2,273.8,142.14,2548.49,1943.09,9.9,6.5,10R
R476,273.8,283,141.04,2548.62,1937.8,,,
R476,283,290,139.46,2548.89,1929.86,21,3,10A
R476,290,290.7,138.72,2549.03,1926.09,21,3,10A
R476,290.7,297,138.05,2549.14,1922.65,,,
R477,0,10,225.6,2341.35,2191.26,15.6,0.1,7R
R477,10,12.6,224.6,2341.4,2185.04,15.6,0.1,7R
R477,12.6,27.5,223.23,2341.4,2176.4,,,7R
R477,27.5,38.8,221.18,2341.4,2163.46,21.8,5,7R
R477,38.8,74.3,217.52,2341.4,2140.35,,,7R
R477,74.3,86.8,213.77,2341.4,2116.65,18.8,4,7R
R477,86.8,89.6,212.57,2341.4,2109.09,,,
R477,89.6,92.5,212.13,2341.4,2106.28,36.8,1.5,7L
R477,92.5,117.2,209.97,2341.33,2092.65,,,
R477,117.2,119.7,207.85,2341.15,2079.21,18.7,4,8M
R477,119.7,125.3,207.22,2341.09,2075.21,,,8M
R477,125.3,128.3,206.55,2341.03,2070.97,,,8M
R477,128.3,166.6,203.36,2340.51,2050.57,,,
R477,166.6,186.2,198.9,2339.73,2021.98,12.7,2,8R
R477,186.2,195,196.71,2339.34,2007.95,,,
R478,0,8.2,224.7,2341.31,2192.47,28.5,0.1,7R
R478,8.2,10,222.63,2341.33,2187.92,,,7R
R478,10,23.5,219.62,2341.34,2180.89,,,7R
R478,23.5,32.7,215.18,2341.34,2170.44,19.4,5.5,7R
R478,32.7,34.5,213.03,2341.34,2165.38,,,7R
R478,34.5,60,207.7,2341.34,2152.81,18.3,5,7R
R478,60,61.7,202.4,2341.31,2140.29,18.3,5,7R
R478,61.7,63.5,201.75,2341.25,2138.66,,,
R478,63.5,75.6,199.15,2341.02,2132.22,29.3,5,7L
R478,75.6,95,193.28,2340.51,2117.62,,,
R478,95,98.1,189.08,2340.14,2107.19,24.8,3,8M
R478,98.1,134.2,181.76,2339.5,2089.01,,,
R478,134.2,152.5,172.42,2338.27,2063.5,16.5,2.5,8R
R478,152.5,158.6,168.29,2337.69,2052.04,,,8R
R478,158.6,168.3,165.61,2337.31,2044.61,15.3,2,8R
R478,168.3,177,162.49,2336.87,2035.97,,,
R479,0,6.8,224.4,2341.39,2193.45,,,7R
R479,6.8,10,221.46,2341.52,2189.41,,,7R
R479,10,21.9,217.02,2341.56,2183.31,,,7R
R479,21.9,30.1,211.11,2341.56,2175.18,22,4,7R
R479,30.1,32.4,208.02,2341.56,2170.93,,,7R
R479,32.4,40.8,204.88,2341.56,2166.6,15.3,6.5,7R
R479,40.8,44.3,201.38,2341.56,2161.79,,,
R479,44.3,48.6,199.09,2341.56,2158.63,34.2,3,7L
R479,48.6,81.7,188.1,2341.56,2143.5,,,
R479,81.7,85,177.4,2341.56,2128.78,22.5,4,8M
R479,85,113.9,167.94,2341.56,2115.75,,,
R479,113.9,132.7,154.94,2340.89,2095.77,14.3,3,8R
R479,132.7,134.2,149.42,2340.6,2087.26,,,8R
R479,134.2,147.5,145.39,2340.39,2081.05,14.3,3,8R
R479,147.5,177,133.76,2339.78,2063.1,,,
R479,177,177.5,125.6,2339.36,2050.52,,,9L
R479,177.5,204.7,118.29,2339.58,2038.76,,,
R479,204.7,209.4,109.95,2340.02,2025.18,25.6,3.5,10B
R479,209.4,219.2,106.15,2340.22,2019,,,
R479,219.2,220,103.38,2340.36,2014.49,15.5,1.5,10R
R479,220,226,101.6,2340.46,2011.59,,,
R480,0,6.5,87.67,2641.81,2204.07,,,
R480,6.5,7.9,85.19,2642.07,2201,,,10R
R480,7.9,22,80.34,2642.58,2194.98,,,
R480,22,25.5,74.84,2643.16,2188.14,15.5,1.5,10A
R480,25.5,29,72.64,2643.39,2185.42,,,
R481,0,4.9,96.18,2641.12,2205.18,,,
R481,4.9,10.2,93.22,2642.83,2201.39,21.5,0.5,10B
R481,10.2,14,90.59,2644.35,2198.01,,,
R483,0,4.6,129.49,2598.89,2205.69,,,
R483,4.6,5.3,128.32,2599.8,2203.5,,,CO
R483,5.3,12.5,126.58,2601.16,2200.22,,,
R483,12.5,17.1,123.98,2603.2,2195.33,19.3,2,9L
R483,17.1,20,122.33,2604.49,2192.22,,,
R484,0,60.5,144.26,2787.8,2152.29,,,
